policyNumber,validity,refundPercent,orderNumber,productId
AS159310,8,50,8185738,2007554
AS159311,10,45,8185758,2007556
AS159312,11,44,8185778,2007558
AS159313,14,63,8185798,2007560
AS159314,14,49,8185818,2007562
AS159315,5,61,8185838,2007564
AS159316,13,56,8185858,2007566
AS159317,14,70,8185878,2007568
AS159318,10,47,8185898,2007570
AS159319,13,44,8185918,2007572
AS159320,14,70,8185938,2007574
AS159321,6,65,8185958,2007576
AS159322,14,69,8185978,2007578
AS159323,5,67,8185998,2007580
AS159324,11,54,8186018,2007582
AS159325,7,58,8186038,2007584
AS159326,7,52,8186058,2007586
AS159327,7,58,8186078,2007588
AS159328,14,42,8186098,2007590
AS159329,5,70,8186118,2007592
AS159330,10,43,8186138,2007594
AS159331,7,51,8186158,2007596
AS159332,6,56,8186178,2007598
AS159333,5,60,8186198,2007600
AS159334,14,58,8186218,2007602
AS159335,12,69,8186238,2007604
AS159336,9,68,8186258,2007606
AS159337,14,45,8186278,2007608
AS159338,8,45,8186298,2007610
AS159339,12,54,8186318,2007612
AS159340,5,49,8186338,2007614
AS159341,8,45,8186358,2007616
AS159342,5,68,8186378,2007618
AS159343,14,66,8186398,2007620
AS159344,8,48,8186418,2007622
AS159345,9,52,8186438,2007624
AS159346,8,40,8186458,2007626
AS159347,11,45,8186478,2007628
AS159348,13,52,8186498,2007630
AS159349,11,44,8186518,2007632
AS159350,11,40,8186538,2007634
AS159351,11,49,8186558,2007636
AS159352,6,53,8186578,2007638
AS159353,13,70,8186598,2007640
AS159354,14,51,8186618,2007642
AS159355,6,69,8186638,2007644
AS159356,10,70,8186658,2007646
AS159357,14,67,8186678,2007648
AS159358,5,52,8186698,2007650
AS159359,12,57,8186718,2007652
AS159360,14,67,8186738,2007654
AS159361,12,64,8186758,2007656
AS159362,11,56,8186778,2007658
AS159363,12,41,8186798,2007660
AS159364,7,41,8186818,2007662
AS159365,5,46,8186838,2007664
AS159366,5,67,8186858,2007666
AS159367,8,69,8186878,2007668
AS159368,6,41,8186898,2007670
AS159369,7,45,8186918,2007672
AS159370,8,54,8186938,2007674
AS159371,10,69,8186958,2007676
AS159372,13,49,8186978,2007678
AS159373,6,59,8186998,2007680
AS159374,8,57,8187018,2007682
AS159375,9,43,8187038,2007684
AS159376,11,42,8187058,2007686
AS159377,9,64,8187078,2007688
AS159378,7,53,8187098,2007690
AS159379,7,62,8187118,2007692
AS159380,11,67,8187138,2007694
AS159381,10,54,8187158,2007696
AS159382,13,70,8187178,2007698
AS159383,13,57,8187198,2007700
AS159384,5,49,8187218,2007702
AS159385,5,48,8187238,2007704
AS159386,7,65,8187258,2007706
AS159387,11,57,8187278,2007708
AS159388,14,42,8187298,2007710
AS159389,14,55,8187318,2007712
AS159390,14,53,8187338,2007714
AS159391,10,66,8187358,2007716
AS159392,5,40,8187378,2007718
AS159393,7,67,8187398,2007720
AS159394,8,54,8187418,2007722
AS159395,6,58,8187438,2007724
AS159396,13,57,8187458,2007726
AS159397,6,67,8187478,2007728
AS159398,5,59,8187498,2007730
AS159399,7,67,8187518,2007732
AS159400,7,41,8187538,2007734
AS159401,7,42,8187558,2007736
AS159402,6,59,8187578,2007738
AS159403,7,41,8187598,2007740
AS159404,6,56,8187618,2007742
AS159405,5,68,8187638,2007744
AS159406,12,43,8187658,2007746
AS159407,10,65,8187678,2007748
AS159408,12,57,8187698,2007750
AS159409,5,58,8187718,2007752
AS159410,8,64,8187738,2007754
AS159411,8,54,8187758,2007756
AS159412,12,69,8187778,2007758
AS159413,12,51,8187798,2007760
AS159414,11,46,8187818,2007762
AS159415,10,66,8187838,2007764
AS159416,7,45,8187858,2007766
AS159417,8,53,8187878,2007768
AS159418,6,64,8187898,2007770
AS159419,8,60,8187918,2007772
AS159420,5,55,8187938,2007774
AS159421,11,50,8187958,2007776
AS159422,12,63,8187978,2007778
AS159423,14,64,8187998,2007780
AS159424,8,40,8188018,2007782
AS159425,9,42,8188038,2007784
AS159426,6,63,8188058,2007786
AS159427,8,67,8188078,2007788
AS159428,11,63,8188098,2007790
AS159429,6,66,8188118,2007792
AS159430,8,66,8188138,2007794
AS159431,6,69,8188158,2007796
AS159432,13,60,8188178,2007798
AS159433,7,67,8188198,2007800
AS159434,8,52,8188218,2007802
AS159435,12,55,8188238,2007804
AS159436,13,70,8188258,2007806
AS159437,5,42,8188278,2007808
AS159438,7,56,8188298,2007810
AS159439,13,57,8188318,2007812
AS159440,7,65,8188338,2007814
AS159441,13,55,8188358,2007816
AS159442,11,40,8188378,2007818
AS159443,5,66,8188398,2007820
AS159444,11,42,8188418,2007822
AS159445,7,42,8188438,2007824
AS159446,7,60,8188458,2007826
AS159447,5,45,8188478,2007828
AS159448,14,44,8188498,2007830
AS159449,11,54,8188518,2007832
AS159450,5,64,8188538,2007834
AS159451,9,69,8188558,2007836
AS159452,6,45,8188578,2007838
AS159453,12,47,8188598,2007840
AS159454,6,53,8188618,2007842
AS159455,9,41,8188638,2007844
AS159456,14,67,8188658,2007846
AS159457,12,63,8188678,2007848
AS159458,9,44,8188698,2007850
AS159459,5,52,8188718,2007852
AS159460,5,69,8188738,2007854
AS159461,7,42,8188758,2007856
AS159462,13,43,8188778,2007858
AS159463,10,57,8188798,2007860
AS159464,13,63,8188818,2007862
AS159465,9,69,8188838,2007864
AS159466,6,67,8188858,2007866
AS159467,10,68,8188878,2007868
AS159468,8,41,8188898,2007870
AS159469,8,56,8188918,2007872
AS159470,13,65,8188938,2007874
AS159471,14,44,8188958,2007876
AS159472,7,41,8188978,2007878
AS159473,7,43,8188998,2007880
AS159474,13,45,8189018,2007882
AS159475,11,45,8189038,2007884
AS159476,14,40,8189058,2007886
AS159477,12,48,8189078,2007888
AS159478,14,52,8189098,2007890
AS159479,11,44,8189118,2007892
AS159480,12,64,8189138,2007894
AS159481,14,70,8189158,2007896
AS159482,6,61,8189178,2007898
AS159483,9,70,8189198,2007900
AS159484,8,50,8189218,2007902
AS159485,5,48,8189238,2007904
AS159486,8,40,8189258,2007906
AS159487,14,40,8189278,2007908
AS159488,6,45,8189298,2007910
AS159489,6,46,8189318,2007912
AS159490,5,40,8189338,2007914
AS159491,7,62,8189358,2007916
AS159492,14,59,8189378,2007918
AS159493,12,44,8189398,2007920
AS159494,10,64,8189418,2007922
AS159495,11,60,8189438,2007924
AS159496,14,67,8189458,2007926
AS159497,6,60,8189478,2007928
AS159498,11,40,8189498,2007930
AS159499,7,69,8189518,2007932
AS159500,9,62,8189538,2007934
AS159501,13,46,8189558,2007936
AS159502,5,63,8189578,2007938
AS159503,8,67,8189598,2007940
AS159504,5,51,8189618,2007942
AS159505,8,49,8189638,2007944
AS159506,9,61,8189658,2007946
AS159507,6,69,8189678,2007948
AS159508,14,67,8189698,2007950
AS159509,9,54,8189718,2007952
AS159510,12,44,8189738,2007954
AS159511,12,69,8189758,2007956
AS159512,9,47,8189778,2007958
AS159513,11,60,8189798,2007960
AS159514,9,58,8189818,2007962
AS159515,8,40,8189838,2007964
AS159516,14,59,8189858,2007966
AS159517,6,41,8189878,2007968
AS159518,8,51,8189898,2007970
AS159519,8,49,8189918,2007972
AS159520,13,50,8189938,2007974
AS159521,6,64,8189958,2007976
AS159522,10,55,8189978,2007978
AS159523,7,62,8189998,2007980
AS159524,11,55,8190018,2007982
AS159525,8,59,8190038,2007984
AS159526,10,49,8190058,2007986
AS159527,7,62,8190078,2007988
AS159528,6,67,8190098,2007990
AS159529,9,66,8190118,2007992
AS159530,9,47,8190138,2007994
AS159531,9,66,8190158,2007996
AS159532,5,53,8190178,2007998
AS159533,6,69,8190198,2008000
AS159534,6,58,8190218,2008002
AS159535,5,64,8190238,2008004
AS159536,10,70,8190258,2008006
AS159537,9,62,8190278,2008008
AS159538,6,56,8190298,2008010
AS159539,8,42,8190318,2008012
AS159540,12,48,8190338,2008014
AS159541,10,55,8190358,2008016
AS159542,9,61,8190378,2008018
AS159543,14,45,8190398,2008020
AS159544,14,61,8190418,2008022
AS159545,10,40,8190438,2008024
AS159546,10,53,8190458,2008026
AS159547,10,54,8190478,2008028
AS159548,11,56,8190498,2008030
AS159549,7,70,8190518,2008032
AS159550,5,67,8190538,2008034
AS159551,14,51,8190558,2008036
AS159552,11,48,8190578,2008038
AS159553,13,56,8190598,2008040
AS159554,7,49,8190618,2008042
AS159555,9,63,8190638,2008044
AS159556,13,44,8190658,2008046
AS159557,6,49,8190678,2008048
AS159558,13,54,8190698,2008050
AS159559,7,45,8190718,2008052
AS159560,7,51,8190738,2008054
AS159561,13,41,8190758,2008056
AS159562,5,68,8190778,2008058
AS159563,6,65,8190798,2008060
AS159564,13,63,8190818,2008062
AS159565,14,61,8190838,2008064
AS159566,5,65,8190858,2008066
AS159567,13,68,8190878,2008068
AS159568,5,56,8190898,2008070
AS159569,11,48,8190918,2008072
AS159570,5,45,8190938,2008074
AS159571,7,64,8190958,2008076
AS159572,9,54,8190978,2008078
AS159573,7,53,8190998,2008080
AS159574,7,66,8191018,2008082
AS159575,7,47,8191038,2008084
AS159576,13,55,8191058,2008086
AS159577,8,70,8191078,2008088
AS159578,6,66,8191098,2008090
AS159579,9,44,8191118,2008092
AS159580,5,57,8191138,2008094
AS159581,14,47,8191158,2008096
AS159582,7,47,8191178,2008098
AS159583,6,50,8191198,2008100
AS159584,12,67,8191218,2008102
AS159585,13,46,8191238,2008104
AS159586,13,40,8191258,2008106
AS159587,7,54,8191278,2008108
AS159588,6,45,8191298,2008110
AS159589,11,68,8191318,2008112
AS159590,11,42,8191338,2008114
AS159591,10,60,8191358,2008116
AS159592,10,60,8191378,2008118
AS159593,5,54,8191398,2008120
AS159594,13,60,8191418,2008122
AS159595,7,67,8191438,2008124
AS159596,8,43,8191458,2008126
AS159597,8,50,8191478,2008128
AS159598,12,61,8191498,2008130
AS159599,13,41,8191518,2008132
AS159600,6,45,8191538,2008134
AS159601,12,46,8191558,2008136
AS159602,10,68,8191578,2008138
AS159603,12,64,8191598,2008140
AS159604,6,55,8191618,2008142
AS159605,8,41,8191638,2008144
AS159606,13,69,8191658,2008146
AS159607,10,48,8191678,2008148
AS159608,8,43,8191698,2008150
AS159609,11,65,8191718,2008152
AS159610,9,62,8191738,2008154
AS159611,14,54,8191758,2008156
AS159612,9,51,8191778,2008158
AS159613,13,61,8191798,2008160
AS159614,10,58,8191818,2008162
AS159615,11,49,8191838,2008164
AS159616,5,60,8191858,2008166
AS159617,7,67,8191878,2008168
AS159618,11,40,8191898,2008170
AS159619,12,51,8191918,2008172
AS159620,8,47,8191938,2008174
AS159621,9,60,8191958,2008176
AS159622,11,46,8191978,2008178
AS159623,10,69,8191998,2008180
AS159624,13,45,8192018,2008182
AS159625,5,52,8192038,2008184
AS159626,5,50,8192058,2008186
AS159627,6,64,8192078,2008188
AS159628,13,69,8192098,2008190
AS159629,8,49,8192118,2008192
AS159630,12,61,8192138,2008194
AS159631,9,68,8192158,2008196
AS159632,5,59,8192178,2008198
AS159633,9,44,8192198,2008200
AS159634,5,51,8192218,2008202
AS159635,6,55,8192238,2008204
AS159636,14,69,8192258,2008206
AS159637,8,47,8192278,2008208
AS159638,13,46,8192298,2008210
AS159639,9,61,8192318,2008212
AS159640,12,68,8192338,2008214
AS159641,14,64,8192358,2008216
AS159642,9,65,8192378,2008218
AS159643,14,68,8192398,2008220
AS159644,7,65,8192418,2008222
AS159645,11,57,8192438,2008224
AS159646,6,65,8192458,2008226
AS159647,7,44,8192478,2008228
AS159648,6,58,8192498,2008230
AS159649,13,48,8192518,2008232
AS159650,10,49,8192538,2008234
AS159651,9,44,8192558,2008236
AS159652,12,52,8192578,2008238
AS159653,7,69,8192598,2008240
AS159654,10,62,8192618,2008242
AS159655,6,63,8192638,2008244
AS159656,13,50,8192658,2008246
AS159657,7,56,8192678,2008248
AS159658,9,49,8192698,2008250
AS159659,10,50,8192718,2008252
AS159660,10,45,8192738,2008254
AS159661,10,53,8192758,2008256
AS159662,11,59,8192778,2008258
AS159663,11,68,8192798,2008260
AS159664,7,41,8192818,2008262
AS159665,10,53,8192838,2008264
AS159666,6,44,8192858,2008266
AS159667,14,41,8192878,2008268
AS159668,6,54,8192898,2008270
AS159669,13,52,8192918,2008272
AS159670,10,66,8192938,2008274
AS159671,10,40,8192958,2008276
AS159672,12,42,8192978,2008278
AS159673,12,57,8192998,2008280
AS159674,6,42,8193018,2008282
AS159675,6,52,8193038,2008284
AS159676,9,41,8193058,2008286
AS159677,11,64,8193078,2008288
AS159678,11,42,8193098,2008290
AS159679,7,68,8193118,2008292
AS159680,13,68,8193138,2008294
AS159681,5,56,8193158,2008296
AS159682,13,66,8193178,2008298
AS159683,9,68,8193198,2008300
AS159684,10,63,8193218,2008302
AS159685,12,61,8193238,2008304
AS159686,13,67,8193258,2008306
AS159687,11,68,8193278,2008308
AS159688,14,53,8193298,2008310
AS159689,8,46,8193318,2008312
AS159690,7,66,8193338,2008314
AS159691,7,50,8193358,2008316
AS159692,12,62,8193378,2008318
AS159693,6,40,8193398,2008320
AS159694,11,57,8193418,2008322
AS159695,9,57,8193438,2008324
AS159696,5,55,8193458,2008326
AS159697,10,58,8193478,2008328
AS159698,11,43,8193498,2008330
AS159699,10,52,8193518,2008332
AS159700,14,44,8193538,2008334
AS159701,8,41,8193558,2008336
AS159702,10,47,8193578,2008338
AS159703,5,44,8193598,2008340
AS159704,7,61,8193618,2008342
AS159705,11,44,8193638,2008344
AS159706,12,56,8193658,2008346
AS159707,13,51,8193678,2008348
AS159708,14,49,8193698,2008350
AS159709,8,68,8193718,2008352
AS159710,9,68,8193738,2008354
AS159711,14,60,8193758,2008356
AS159712,11,56,8193778,2008358
AS159713,8,59,8193798,2008360
AS159714,8,59,8193818,2008362
AS159715,7,41,8193838,2008364
AS159716,14,51,8193858,2008366
AS159717,5,41,8193878,2008368
AS159718,13,59,8193898,2008370
AS159719,6,61,8193918,2008372
AS159720,12,52,8193938,2008374
AS159721,13,57,8193958,2008376
AS159722,13,58,8193978,2008378
AS159723,5,66,8193998,2008380
AS159724,14,55,8194018,2008382
AS159725,9,60,8194038,2008384
AS159726,5,66,8194058,2008386
AS159727,8,41,8194078,2008388
AS159728,7,59,8194098,2008390
AS159729,14,56,8194118,2008392
AS159730,7,66,8194138,2008394
AS159731,9,62,8194158,2008396
AS159732,6,68,8194178,2008398
AS159733,11,49,8194198,2008400
AS159734,14,41,8194218,2008402
AS159735,10,65,8194238,2008404
AS159736,12,65,8194258,2008406
AS159737,14,65,8194278,2008408
AS159738,13,65,8194298,2008410
AS159739,13,58,8194318,2008412
AS159740,8,44,8194338,2008414
AS159741,13,53,8194358,2008416
AS159742,12,60,8194378,2008418
AS159743,7,42,8194398,2008420
AS159744,14,46,8194418,2008422
AS159745,11,52,8194438,2008424
AS159746,11,45,8194458,2008426
AS159747,10,51,8194478,2008428
AS159748,7,53,8194498,2008430
AS159749,14,60,8194518,2008432
AS159750,9,54,8194538,2008434
AS159751,13,57,8194558,2008436
AS159752,10,67,8194578,2008438
AS159753,11,44,8194598,2008440
AS159754,11,64,8194618,2008442
AS159755,14,42,8194638,2008444
AS159756,6,60,8194658,2008446
AS159757,5,53,8194678,2008448
AS159758,14,58,8194698,2008450
AS159759,11,67,8194718,2008452
AS159760,7,55,8194738,2008454
AS159761,7,59,8194758,2008456
AS159762,10,53,8194778,2008458
AS159763,7,62,8194798,2008460
AS159764,11,55,8194818,2008462
AS159765,9,70,8194838,2008464
AS159766,10,66,8194858,2008466
AS159767,10,65,8194878,2008468
AS159768,13,69,8194898,2008470
AS159769,11,60,8194918,2008472
AS159770,10,66,8194938,2008474
AS159771,13,45,8194958,2008476
AS159772,5,54,8194978,2008478
AS159773,6,67,8194998,2008480
AS159774,9,49,8195018,2008482
AS159775,12,69,8195038,2008484
AS159776,10,48,8195058,2008486
AS159777,12,59,8195078,2008488
AS159778,10,48,8195098,2008490
AS159779,11,57,8195118,2008492
AS159780,6,51,8195138,2008494
AS159781,12,58,8195158,2008496
AS159782,11,54,8195178,2008498
AS159783,11,41,8195198,2008500
AS159784,13,67,8195218,2008502
AS159785,11,52,8195238,2008504
AS159786,9,48,8195258,2008506
AS159787,9,46,8195278,2008508
AS159788,13,51,8195298,2008510
AS159789,7,49,8195318,2008512
AS159790,14,41,8195338,2008514
AS159791,6,55,8195358,2008516
AS159792,5,67,8195378,2008518
AS159793,8,70,8195398,2008520
AS159794,9,60,8195418,2008522
AS159795,10,63,8195438,2008524
AS159796,5,61,8195458,2008526
AS159797,11,58,8195478,2008528
AS159798,8,51,8195498,2008530
AS159799,11,57,8195518,2008532
AS159800,11,58,8195538,2008534
AS159801,5,57,8195558,2008536
AS159802,14,68,8195578,2008538
AS159803,9,57,8195598,2008540
AS159804,10,50,8195618,2008542
AS159805,5,53,8195638,2008544
AS159806,11,70,8195658,2008546
AS159807,11,41,8195678,2008548
AS159808,13,54,8195698,2008550
AS159809,8,49,8195718,2008552
AS159810,7,45,8195738,2008554
AS159811,6,55,8195758,2008556
AS159812,9,56,8195778,2008558
AS159813,11,48,8195798,2008560
AS159814,11,49,8195818,2008562
AS159815,11,56,8195838,2008564
AS159816,5,70,8195858,2008566
AS159817,12,52,8195878,2008568
AS159818,11,49,8195898,2008570
AS159819,10,69,8195918,2008572
AS159820,13,61,8195938,2008574
AS159821,14,50,8195958,2008576
AS159822,9,42,8195978,2008578
AS159823,12,44,8195998,2008580
AS159824,10,51,8196018,2008582
AS159825,10,50,8196038,2008584
AS159826,10,47,8196058,2008586
AS159827,8,63,8196078,2008588
AS159828,12,69,8196098,2008590
AS159829,6,56,8196118,2008592
AS159830,9,44,8196138,2008594
AS159831,12,49,8196158,2008596
AS159832,7,42,8196178,2008598
AS159833,7,44,8196198,2008600
AS159834,10,55,8196218,2008602
AS159835,5,55,8196238,2008604
AS159836,5,44,8196258,2008606
AS159837,11,45,8196278,2008608
AS159838,14,59,8196298,2008610
AS159839,6,65,8196318,2008612
AS159840,12,69,8196338,2008614
AS159841,7,64,8196358,2008616
AS159842,11,57,8196378,2008618
AS159843,12,48,8196398,2008620
AS159844,9,69,8196418,2008622
AS159845,13,58,8196438,2008624
AS159846,12,42,8196458,2008626
AS159847,7,43,8196478,2008628
AS159848,12,47,8196498,2008630
AS159849,7,67,8196518,2008632
AS159850,13,40,8196538,2008634
AS159851,10,63,8196558,2008636
AS159852,9,47,8196578,2008638
AS159853,14,67,8196598,2008640
AS159854,6,44,8196618,2008642
AS159855,5,54,8196638,2008644
AS159856,8,46,8196658,2008646
AS159857,13,64,8196678,2008648
AS159858,12,60,8196698,2008650
AS159859,13,66,8196718,2008652
AS159860,9,48,8196738,2008654
AS159861,11,57,8196758,2008656
AS159862,10,68,8196778,2008658
AS159863,14,61,8196798,2008660
AS159864,10,45,8196818,2008662
AS159865,11,70,8196838,2008664
AS159866,8,56,8196858,2008666
AS159867,9,56,8196878,2008668
AS159868,8,50,8196898,2008670
AS159869,8,62,8196918,2008672
AS159870,5,66,8196938,2008674
AS159871,10,40,8196958,2008676
AS159872,12,41,8196978,2008678
AS159873,14,66,8196998,2008680
AS159874,12,60,8197018,2008682
AS159875,7,51,8197038,2008684
AS159876,13,59,8197058,2008686
AS159877,11,47,8197078,2008688
AS159878,8,57,8197098,2008690
AS159879,11,40,8197118,2008692
AS159880,8,48,8197138,2008694
AS159881,12,61,8197158,2008696
AS159882,14,70,8197178,2008698
AS159883,6,56,8197198,2008700
AS159884,14,48,8197218,2008702
AS159885,12,42,8197238,2008704
AS159886,13,50,8197258,2008706
AS159887,11,58,8197278,2008708
AS159888,12,62,8197298,2008710
AS159889,6,67,8197318,2008712
AS159890,9,48,8197338,2008714
AS159891,14,42,8197358,2008716
AS159892,5,53,8197378,2008718
AS159893,10,47,8197398,2008720
AS159894,13,44,8197418,2008722
AS159895,9,40,8197438,2008724
AS159896,12,58,8197458,2008726
AS159897,7,45,8197478,2008728
AS159898,8,67,8197498,2008730
AS159899,7,68,8197518,2008732
AS159900,6,68,8197538,2008734
AS159901,11,40,8197558,2008736
AS159902,5,62,8197578,2008738
AS159903,9,45,8197598,2008740
AS159904,9,42,8197618,2008742
AS159905,8,62,8197638,2008744
AS159906,14,70,8197658,2008746
AS159907,5,40,8197678,2008748
AS159908,10,56,8197698,2008750
AS159909,14,56,8197718,2008752
AS159910,6,58,8197738,2008754
AS159911,10,61,8197758,2008756
AS159912,9,59,8197778,2008758
AS159913,12,51,8197798,2008760
AS159914,5,51,8197818,2008762
AS159915,6,55,8197838,2008764
AS159916,13,67,8197858,2008766
